
OD430361578576688300,PZT2402010937UN6OS01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430241842169010300,PZT240118130174UEZ01,FAILED,True,PREPAID,rcbp_flipkart
OD430241842169010300,PZT240118130174UEZ02,FAILED,True,PREPAID,rcbp_flipkart
OD430363985097290300,PZT2402011618X8X6802,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430363985097290300,PZT2402011618X8X6801,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330364191484798300,PZT24020116538KBSB01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330364191484798300,PZT24020116538KBSB02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430347374163208300,PZT2401301810CMGPU02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430347374163208300,PZT2401301810CMGPU01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430362090109863300,PZT2402011103J6SA702,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430362090109863300,PZT2402011103J6SA701,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330364438523029300,PZT24020117344VFA102,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330364438523029300,PZT24020117344VFA101,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430338510792826300,PZT2401291733JXBL702,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430338510792826300,PZT2401291733JXBL701,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430364019207968300,PZT2402011624S33IP01,FAILED,True,PREPAID,rcbp_flipkart
OD430364019207968300,PZT2402011624S33IP02,FAILED,True,PREPAID,rcbp_flipkart
OD430364595205395300,PZT2402011800BAELO02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430364595205395300,PZT2402011800BAELO01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430362971593542300,PZT24020113302PKUS02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430362971593542300,PZT24020113302PKUS01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430364853231648300,PZT24020118433RXQU02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430364853231648300,PZT24020118433RXQU01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330361801558025300,PZT2402011015LVFLM01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330361801558025300,PZT2402011015LVFLM02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430364822315669300,PZT24020118384AMTX02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430364822315669300,PZT24020118384AMTX01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430364083567075300,PZT24020116352T4N902,FAILED,True,PREPAID,rcbp_flipkart
OD430364083567075300,PZT24020116352T4N901,FAILED,True,PREPAID,rcbp_flipkart
OD430365104227688300,PZT24020119259QUJU02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430365104227688300,PZT24020119259QUJU01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330365330692765300,PZT2402012003WA59K02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330365330692765300,PZT2402012003WA59K01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430365358741658300,PZT2402012007GC7GN01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430365358741658300,PZT2402012007GC7GN02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430365399656703300,PZT2402012014HOWBW01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430365399656703300,PZT2402012014HOWBW02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330365278708806300,PZT2402011954EUTKJ03,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330365278708806300,PZT2402011954EUTKJ04,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330365278708806300,PZT2402011954EUTKJ01,FAILED,True,PREPAID,rcbp_flipkart
OD330365278708806300,PZT2402011954EUTKJ02,FAILED,True,PREPAID,rcbp_flipkart
OD430364631505337300,PZT2402011806NI51W02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430364631505337300,PZT2402011806NI51W01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330365753841011300,PZT2402012113Z4OJD01,FAILED,True,PREPAID,rcbp_flipkart
OD330365753841011300,PZT2402012113Z4OJD02,FAILED,True,PREPAID,rcbp_flipkart
OD330365482085934300,PZT24020120281KJAE01,FAILED,True,PREPAID,rcbp_flipkart
OD330365482085934300,PZT24020120281KJAE02,FAILED,True,PREPAID,rcbp_flipkart
OD330365482085934300,PZT24020120281KJAE03,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330365482085934300,PZT24020120281KJAE04,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330366049205024300,PZT2402012202EBJQG02,FAILED,True,PREPAID,rcbp_flipkart
OD330366049205024300,PZT2402012202EBJQG03,FAILED,True,PREPAID,rcbp_flipkart
OD330366049205024300,PZT2402012202EBJQG01,FAILED,True,PREPAID,rcbp_flipkart
OD330364930807278300,PZT24020118562HSBA02,FAILED,True,PREPAID,rcbp_flipkart
OD330364930807278300,PZT24020118562HSBA01,FAILED,True,PREPAID,rcbp_flipkart
OD430329221216404300,PZT2401281544PRG4Q01,FAILED,True,PREPAID,rcbp_flipkart
OD430329221216404300,PZT2401281544PRG4Q02,FAILED,True,PREPAID,rcbp_flipkart
OD430365188223561300,PZT2402011939PXF5N01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430365188223561300,PZT2402011939PXF5N02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430362465627916300,PZT2402011205OCZIR02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430362465627916300,PZT2402011205OCZIR01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430357312666992300,PZT2401312146D4NRR02,FAILED,True,PREPAID,rcbp_flipkart
OD430357312666992300,PZT2401312146D4NRR01,FAILED,True,PREPAID,rcbp_flipkart
OD430364849449875300,PZT2402011842CSNJT02,FAILED,True,PREPAID,rcbp_flipkart
OD430364849449875300,PZT2402011842CSNJT01,FAILED,True,PREPAID,rcbp_flipkart
OD430356383988615300,PZT24013119129CLDP01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356383988615300,PZT24013119129CLDP02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356377043784300,PZT2401311910UI4GW01,FAILED,True,PREPAID,rcbp_flipkart
OD430356377043784300,PZT2401311910UI4GW02,FAILED,True,PREPAID,rcbp_flipkart
OD430356377043784300,PZT2401311910UI4GW03,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356377043784300,PZT2401311910UI4GW04,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330363025766594300,PZT2402011339N4Y4J01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330363025766594300,PZT2402011339N4Y4J02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356729430965300,PZT2401312009IFBDT01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356729430965300,PZT2401312009IFBDT02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
order_Id,pzt_id,status,invalidate,paymentCategory,merchant_id
OD330356863990503300,CR2402031142154296019308,SUCCESSFUL,False,NA,NA
OD330356863990503300,RX203037960485331833,SUCCESSFUL,False,NA,NA
OD330356863990503300,PZT2401312032N7GBC02,SUCCESSFUL,False,PREPAID,NA
OD330356863990503300,PZT2401312032N7GBC01,SUCCESSFUL,False,PREPAID,NA
OD330356863990503300,RX103037960485332041,SUCCESSFUL,False,NA,NA
OD330356863990503300,CR24020311421518074450108,SUCCESSFUL,False,NA,NA
OD430356938711239300,RX303037958906262450,SUCCESSFUL,False,NA,NA
OD430356938711239300,CR24020311393625614563705,SUCCESSFUL,False,NA,NA
OD430356938711239300,PZT2401312044Q7YQ802,SUCCESSFUL,False,PREPAID,NA
OD430356938711239300,RX303037958906267352,SUCCESSFUL,False,NA,NA
OD430356938711239300,PZT2401312044Q7YQ801,SUCCESSFUL,False,PREPAID,NA
OD430356938711239300,CR240203113936391358205,SUCCESSFUL,False,NA,NA
OD430347374163208300,PZT2401301810CMGPU02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430347374163208300,PZT2401301810CMGPU01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356383988615300,PZT24013119129CLDP01,SUCCESSFUL,False,PREPAID,NA
OD430356383988615300,CR24020305380621167241005,SUCCESSFUL,False,NA,NA
OD430356383988615300,CR24020305380717536532605,SUCCESSFUL,False,NA,NA
OD430356383988615300,RX103037742001631372,SUCCESSFUL,False,NA,NA
OD430356383988615300,PZT24013119129CLDP02,SUCCESSFUL,False,PREPAID,NA
OD430356383988615300,RX303037742001630227,SUCCESSFUL,False,NA,NA
OD430369823970725300,PZT240202083264G2N01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430369823970725300,PZT240202083264G2N02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330369572171002300,PZT2402020750231VA01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330369572171002300,PZT2402020750231VA02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430369928325406300,PZT2402020849SWC2Z02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430369928325406300,PZT2402020849SWC2Z01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330344517140306300,PZT2401301014KHZA201,FAILED,True,PREPAID,rcbp_flipkart
OD330369361068778300,PZT2402020714HKXYC02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330369361068778300,PZT2402020714HKXYC01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430370587590178300,PZT2402021039RMGCN01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430370587590178300,PZT2402021039RMGCN02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430370437008757300,PZT2402021014FVJZS01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430370437008757300,PZT2402021014FVJZS02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330370942912386300,PZT24020211382QQKB01,FAILED,True,PREPAID,rcbp_flipkart
OD430369599954481300,PZT2402020754IBTHP01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430369599954481300,PZT2402020754IBTHP02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430347752089914300,PZT2401301913819AU01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430347752089914300,PZT2401301913819AU02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430366916017976300,PZT24020200275LLBU01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430366916017976300,PZT24020200275LLBU02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430360611770411300,PZT2402010656ZOJWP02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430360611770411300,PZT2402010656ZOJWP01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430370891510554300,PZT24020211309VZVY01,FAILED,True,PREPAID,rcbp_flipkart
OD430370891510554300,PZT24020211309VZVY02,FAILED,True,PREPAID,rcbp_flipkart
OD330370871379126300,PZT2402021126KAJAB01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330370871379126300,PZT2402021126KAJAB02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330357499323595300,PZT2401312217DTLE401,FAILED,True,PREPAID,rcbp_flipkart
OD330357499323595300,PZT2401312217DTLE402,FAILED,True,PREPAID,rcbp_flipkart
OD430371997395440300,PZT2402021434F52GV02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430371997395440300,PZT2402021434F52GV01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330367441029461300,PZT2402020154C97UM02,FAILED,True,PREPAID,rcbp_flipkart
OD330367441029461300,PZT2402020154C97UM01,FAILED,True,PREPAID,rcbp_flipkart
OD330372587410186300,PZT2402021612OAPFL02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330372587410186300,PZT2402021612OAPFL01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330372795483332300,PZT2402021647BF85M02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330372795483332300,PZT2402021647BF85M01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330338872669003100,PZT2401291834PCLM301,SUCCESSFUL,False,PREPAID,lockin
OD330338872669003100,PZT2401291834PCLM302,SUCCESSFUL,False,PREPAID,mp_flipkart
OD330371106000463300,PZT240202120588R8H02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330371106000463300,PZT240202120588R8H01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430369864754113300,PZT2402020838FG5MR01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430369864754113300,PZT2402020838FG5MR02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430372682503710300,PZT24020216281D8E601,FAILED,True,PREPAID,rcbp_flipkart
OD430372682503710300,PZT24020216281D8E602,FAILED,True,PREPAID,rcbp_flipkart
OD430373466213181300,PZT2402021839WLPGX01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430373466213181300,PZT2402021839WLPGX02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430373508035945300,PZT2402021846GY6AW02,FAILED,True,PREPAID,rcbp_flipkart
OD430373508035945300,PZT2402021846GY6AW01,FAILED,True,PREPAID,rcbp_flipkart
OD430373536850919300,PZT2402021850TLCAR01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430373536850919300,PZT2402021850TLCAR02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430373303149980300,PZT24020218114ZB7T02,FAILED,True,PREPAID,rcbp_flipkart
OD430373303149980300,PZT24020218114ZB7T01,FAILED,True,PREPAID,rcbp_flipkart
OD430373822741302300,PZT2402021938O2TIP02,FAILED,True,PREPAID,rcbp_flipkart
OD430373822741302300,PZT2402021938O2TIP01,FAILED,True,PREPAID,rcbp_flipkart
OD430373598910205300,PZT2402021901HXDYX01,FAILED,True,PREPAID,rcbp_flipkart
OD430373598910205300,PZT2402021901HXDYX02,FAILED,True,PREPAID,rcbp_flipkart
OD330373763595816300,PZT2402021928QAQ1L01,FAILED,True,PREPAID,rcbp_flipkart
OD330373763595816300,PZT2402021928QAQ1L02,FAILED,True,PREPAID,rcbp_flipkart
OD430373575504120300,PZT2402021857B6JX701,FAILED,True,PREPAID,rcbp_flipkart
OD430373575504120300,PZT2402021857B6JX702,FAILED,True,PREPAID,rcbp_flipkart
OD330370126425990300,PZT2402020922LAKUC01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330370126425990300,PZT2402020922LAKUC02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430365135721036300,PZT24020119308UFHY03,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430365135721036300,PZT24020119308UFHY02,FAILED,True,PREPAID,rcbp_flipkart
OD430365135721036300,PZT24020119308UFHY01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330347725264519300,PZT2401301908XS6JA01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330347725264519300,PZT2401301908XS6JA02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356156005250300,PZT2401311834631VH01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356156005250300,PZT2401311834631VH02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430371010437020300,PZT24020211491N3YU01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430371010437020300,PZT24020211491N3YU02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330373653524329300,PZT24020219104JEVK01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330373653524329300,PZT24020219104JEVK02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
order_Id,pzt_id,status,invalidate,paymentCategory,merchant_id
OD330338465771731300,PZT24012917259XMN201,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330378486466410300,PZT2402030835FAJ6E01,FAILED,True,PREPAID,rcbp_flipkart
OD330379005373039300,PZT2402031002R81PH02,FAILED,True,PREPAID,rcbp_flipkart
OD330379005373039300,PZT2402031002R81PH01,FAILED,True,PREPAID,rcbp_flipkart
OD430377084706143300,PZT2402030442QGRVW01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430377084706143300,PZT2402030442QGRVW02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430366434060484300,PZT2402012307WBRWY01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430366434060484300,PZT2402012307WBRWY02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430373025061162300,PZT2402021725PWPMS02,FAILED,True,PREPAID,rcbp_flipkart
OD430373025061162300,PZT2402021725PWPMS01,FAILED,True,PREPAID,rcbp_flipkart
OD330379946759568300,PZT24020312396NC6203,FAILED,True,PREPAID,rcbp_flipkart
OD330379946759568300,PZT24020312396NC6202,FAILED,True,PREPAID,rcbp_flipkart
OD330379946759568300,PZT24020312396NC6201,FAILED,True,PREPAID,rcbp_flipkart
OD430156418611120300,PZT2401081544NPHAS01,FAILED,True,PREPAID,rcbp_flipkart
OD430156418611120300,PZT2401081544NPHAS02,FAILED,True,PREPAID,rcbp_flipkart
OD430381274773376300,PZT24020316202SO1R02,FAILED,True,PREPAID,rcbp_flipkart
OD430381274773376300,PZT24020316202SO1R01,FAILED,True,PREPAID,rcbp_flipkart
OD430370412929844300,PZT2402021010PV3SW01,FAILED,True,PREPAID,rcbp_flipkart
OD430370412929844300,PZT2402021010PV3SW02,FAILED,True,PREPAID,rcbp_flipkart
OD330381767054321300,PZT2402031742VXOUA02,FAILED,True,PREPAID,rcbp_flipkart
OD330381767054321300,PZT2402031742VXOUA01,FAILED,True,PREPAID,rcbp_flipkart
OD330382075829357300,PZT2402031834AKAKA02,FAILED,True,PREPAID,rcbp_flipkart
OD330382075829357300,PZT2402031834AKAKA01,FAILED,True,PREPAID,rcbp_flipkart
OD430382222587383300,PZT24020318587V9OQ01,FAILED,True,PREPAID,rcbp_flipkart
OD430382222587383300,PZT24020318587V9OQ02,FAILED,True,PREPAID,rcbp_flipkart
OD330382580012329300,PZT24020319581KWNA01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330382580012329300,PZT24020319581KWNA02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330382519941325300,PZT24020319482SEIM02,FAILED,True,PREPAID,rcbp_flipkart
OD330382519941325300,PZT24020319482SEIM01,FAILED,True,PREPAID,rcbp_flipkart
OD330382892506115300,PZT2402032050FHW7E02,FAILED,True,PREPAID,rcbp_flipkart
OD330382892506115300,PZT2402032050FHW7E01,FAILED,True,PREPAID,rcbp_flipkart
OD330383202376891300,PZT2402032141X117C01,FAILED,True,PREPAID,rcbp_flipkart
OD330383202376891300,PZT2402032141X117C02,FAILED,True,PREPAID,rcbp_flipkart
OD430382106746698300,PZT2402031839KJORQ01,FAILED,True,PREPAID,rcbp_flipkart
OD430382106746698300,PZT2402031839KJORQ02,FAILED,True,PREPAID,rcbp_flipkart
OD330383576980028300,PZT2402032244LKZ5J02,FAILED,True,PREPAID,rcbp_flipkart
OD330383576980028300,PZT2402032244LKZ5J01,FAILED,True,PREPAID,rcbp_flipkart
OD330339166528616300,PZT2401291922QGP1C01,FAILED,True,PREPAID,rcbp_flipkart
order_Id,pzt_id,status,invalidate,paymentCategory,merchant_id
OD430346265844258300,PZT2401301505SHME702,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430346265844258300,PZT2401301505SHME701,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430360611770411300,PZT2402010656ZOJWP02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430360611770411300,PZT2402010656ZOJWP01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430373861427100300,PZT2402021944EVYVX01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430373861427100300,PZT2402021944EVYVX02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330387115214834300,PZT24020408337OO4G01,FAILED,True,PREPAID,rcbp_flipkart
OD330387115214834300,PZT24020408337OO4G03,FAILED,True,PREPAID,rcbp_flipkart
OD330387115214834300,PZT24020408337OO4G02,FAILED,True,PREPAID,rcbp_flipkart
OD330383045365444300,PZT2402032115I8A7M01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330383045365444300,PZT2402032115I8A7M02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330388606748104300,PZT2402041242BGRIB01,FAILED,True,PREPAID,rcbp_flipkart
OD330388606748104300,PZT2402041242BGRIB02,FAILED,True,PREPAID,rcbp_flipkart
OD330389051644400300,PZT24020413567KNRK01,FAILED,True,PREPAID,rcbp_flipkart
OD330389051644400300,PZT24020413567KNRK02,FAILED,True,PREPAID,rcbp_flipkart
OD330388955258431300,PZT2402041340JI59A01,FAILED,True,PREPAID,rcbp_flipkart
OD330388955258431300,PZT2402041340JI59A02,FAILED,True,PREPAID,rcbp_flipkart
OD330389433960767300,PZT24020415005TDFF01,FAILED,True,PREPAID,rcbp_flipkart
OD330389433960767300,PZT24020415005TDFF02,FAILED,True,PREPAID,rcbp_flipkart
OD430339327924829100,PZT24012919497JFPX01,SUCCESSFUL,False,POSTPAID,cod
OD430388952734986300,PZT2402041340736GY01,FAILED,True,PREPAID,rcbp_flipkart
OD430388952734986300,PZT2402041340736GY02,FAILED,True,PREPAID,rcbp_flipkart
OD430383317987621300,PZT24020322012IQNN01,FAILED,True,PREPAID,rcbp_flipkart
OD430383317987621300,PZT24020322012IQNN02,FAILED,True,PREPAID,rcbp_flipkart
OD330390862707378300,PZT24020418584FGUD01,FAILED,True,PREPAID,rcbp_flipkart
OD330390862707378300,PZT24020418584FGUD02,FAILED,True,PREPAID,rcbp_flipkart
OD330379484741730300,PZT2402031122F198501,FAILED,True,PREPAID,rcbp_flipkart
OD330391040848326300,PZT2402041928IYVT402,FAILED,True,PREPAID,rcbp_flipkart
OD330391040848326300,PZT2402041928IYVT401,FAILED,True,PREPAID,rcbp_flipkart
OD330391009747587300,PZT2402041923P8DSM02,FAILED,True,PREPAID,rcbp_flipkart
OD330391009747587300,PZT2402041923P8DSM01,FAILED,True,PREPAID,rcbp_flipkart
OD330391088749883300,PZT2402041936DPLF101,FAILED,True,PREPAID,rcbp_flipkart
OD330391088749883300,PZT2402041936DPLF102,FAILED,True,PREPAID,rcbp_flipkart
OD330391103480971300,PZT24020419383RDMG02,FAILED,True,PREPAID,rcbp_flipkart
OD330391103480971300,PZT24020419383RDMG01,FAILED,True,PREPAID,rcbp_flipkart
OD330391125606395300,PZT2402041942D2AC401,FAILED,True,PREPAID,rcbp_flipkart
OD330391125606395300,PZT2402041942D2AC402,FAILED,True,PREPAID,rcbp_flipkart
OD330391114935765300,PZT24020419406MB5D01,FAILED,True,PREPAID,rcbp_flipkart
OD330391098411207300,PZT240204193792ASF02,FAILED,True,PREPAID,rcbp_flipkart
OD330391098411207300,PZT240204193792ASF01,FAILED,True,PREPAID,rcbp_flipkart
OD330391124068768300,PZT2402041942CGROI01,FAILED,True,PREPAID,rcbp_flipkart
OD330391124068768300,PZT2402041942CGROI02,FAILED,True,PREPAID,rcbp_flipkart
OD330391126961443300,PZT2402041942MGCVF01,FAILED,True,PREPAID,rcbp_flipkart
OD330391126961443300,PZT2402041942MGCVF02,FAILED,True,PREPAID,rcbp_flipkart
OD330391185711070300,PZT2402041952E5XN202,FAILED,True,PREPAID,rcbp_flipkart
OD330391185711070300,PZT2402041952E5XN201,FAILED,True,PREPAID,rcbp_flipkart
OD330391187852531300,PZT2402041952FRB7F02,FAILED,True,PREPAID,rcbp_flipkart
OD330391187852531300,PZT2402041952FRB7F01,FAILED,True,PREPAID,rcbp_flipkart
OD330391194256817300,PZT2402041953G2XBH02,FAILED,True,PREPAID,rcbp_flipkart
OD330391194256817300,PZT2402041953G2XBH01,FAILED,True,PREPAID,rcbp_flipkart
OD430390961495128300,PZT24020419149KIOZ02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430390961495128300,PZT24020419149KIOZ01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330391115079874300,PZT2402041940SJLUL01,FAILED,True,PREPAID,rcbp_flipkart
OD330391115079874300,PZT2402041940SJLUL02,FAILED,True,PREPAID,rcbp_flipkart
OD330391186944397300,PZT2402041952JT7YJ02,FAILED,True,PREPAID,rcbp_flipkart
OD330391186944397300,PZT2402041952JT7YJ01,FAILED,True,PREPAID,rcbp_flipkart
OD330391179154512300,PZT2402041951CCFX201,FAILED,True,PREPAID,rcbp_flipkart
OD330391179154512300,PZT2402041951CCFX202,FAILED,True,PREPAID,rcbp_flipkart
OD330391108090200300,PZT2402041939JX8MF01,FAILED,True,PREPAID,rcbp_flipkart
OD330391108090200300,PZT2402041939JX8MF02,FAILED,True,PREPAID,rcbp_flipkart
OD330391206379126300,PZT2402041955TNLTL02,FAILED,True,PREPAID,rcbp_flipkart
OD330391206379126300,PZT2402041955TNLTL01,FAILED,True,PREPAID,rcbp_flipkart
OD330391232400077300,PZT240204200079M1501,FAILED,True,PREPAID,rcbp_flipkart
OD330391232400077300,PZT240204200079M1502,FAILED,True,PREPAID,rcbp_flipkart
OD330391274562453300,PZT2402042007QNENL02,FAILED,True,PREPAID,rcbp_flipkart
OD330391274562453300,PZT2402042007QNENL01,FAILED,True,PREPAID,rcbp_flipkart
OD330391274639375300,PZT2402042007TAEHB01,FAILED,True,PREPAID,rcbp_flipkart
OD330391274639375300,PZT2402042007TAEHB02,FAILED,True,PREPAID,rcbp_flipkart
OD330391061957082300,PZT2402041931BO22I01,FAILED,True,PREPAID,rcbp_flipkart
OD330391061957082300,PZT2402041931BO22I02,FAILED,True,PREPAID,rcbp_flipkart
OD330391091959887300,PZT2402041936YK3GD01,FAILED,True,PREPAID,rcbp_flipkart
OD330391091959887300,PZT2402041936YK3GD02,FAILED,True,PREPAID,rcbp_flipkart
OD330391298870260300,PZT2402042011OA76101,FAILED,True,PREPAID,rcbp_flipkart
OD330391298870260300,PZT2402042011OA76102,FAILED,True,PREPAID,rcbp_flipkart
OD330391326085963300,PZT24020420155D73502,FAILED,True,PREPAID,rcbp_flipkart
OD330391326085963300,PZT24020420155D73501,FAILED,True,PREPAID,rcbp_flipkart
OD330391267840196300,PZT2402042006A1OQA01,FAILED,True,PREPAID,rcbp_flipkart
OD330391138408890300,PZT2402041944S651301,FAILED,True,PREPAID,rcbp_flipkart
OD330391138408890300,PZT2402041944S651302,FAILED,True,PREPAID,rcbp_flipkart
OD330391114593985300,PZT2402041940J7EXL02,FAILED,True,PREPAID,rcbp_flipkart
OD330391114593985300,PZT2402041940J7EXL01,FAILED,True,PREPAID,rcbp_flipkart
OD330391122173839300,PZT2402041941TQN3D02,FAILED,True,PREPAID,rcbp_flipkart
OD330391122173839300,PZT2402041941TQN3D01,FAILED,True,PREPAID,rcbp_flipkart
OD330391360776921300,PZT2402042021T2QCG01,FAILED,True,PREPAID,rcbp_flipkart
OD330391360776921300,PZT2402042021T2QCG02,FAILED,True,PREPAID,rcbp_flipkart
OD330391268070709300,PZT24020420064CSX102,FAILED,True,PREPAID,rcbp_flipkart
OD330391268070709300,PZT24020420064CSX101,FAILED,True,PREPAID,rcbp_flipkart
OD330391213525747300,PZT2402041957KWK3202,FAILED,True,PREPAID,rcbp_flipkart
OD330391213525747300,PZT2402041957KWK3201,FAILED,True,PREPAID,rcbp_flipkart
OD330391171712904300,PZT2402041950KZYXG01,FAILED,True,PREPAID,rcbp_flipkart
